,P,Q,t
9690,7.51314461051173,10103.0,103.01.06
9711,7.259151659304564,52974.0,103.01.07
9726,7.10905017921147,82584.0,103.01.08
9741,6.866338682545193,74902.0,103.01.09
9756,6.644264901742273,73582.0,103.01.10
9771,5.974872680315143,68921.0,103.01.11
9792,5.2,30528.0,103.01.11
9795,5.1,32258.0,103.01.13
9816,5.149819550743575,64284.0,103.01.14
9831,6.127542128389875,67591.0,103.01.15
9846,6.103780319371809,64439.0,103.01.16
9861,4.994287776546816,59574.0,103.01.17
9876,5.381604036401907,64612.0,103.01.18
9898,5.776023236612408,33912.0,103.01.18
9900,5.677717255976096,32128.0,103.01.20
9921,5.385933316674401,56026.0,103.01.21
9936,4.9697805642633215,57420.0,103.01.22
9951,4.840555580487367,44566.0,103.01.23
9966,5.03407357634806,29765.0,103.01.24
9981,5.098712010209388,42314.0,103.01.25
9996,5.033158119051002,49273.0,103.01.26
10011,5.145745797496514,63831.0,103.01.27
10026,5.448365997090216,81793.0,103.01.28
10041,6.957381607641104,105011.0,103.01.29
10062,7.838296208183285,61369.0,103.01.29
10079,5.873499230374551,23388.0,103.02.03
10082,5.650010159160176,44295.0,103.02.04
10092,5.495108622318176,44466.0,103.02.05
10106,5.324905930836767,50229.0,103.02.06
10121,5.240796065888965,54091.0,103.02.07
10136,5.3027911572187225,56679.0,103.02.08
10158,5.232551780709549,29258.0,103.02.08
10160,5.409573361082206,18259.0,103.02.10
10181,5.83807509900748,40906.0,103.02.11
10196,5.98955392689106,44208.0,103.02.12
10211,5.714492463818832,40007.0,103.02.13
10233,5.631161227366366,18446.0,103.02.13
10251,6.5,20637.0,103.02.17
10261,6.894388351134847,47936.0,103.02.18
10275,6.791863243563716,55661.0,103.02.19
10290,6.355886609031205,53902.0,103.02.20
10305,6.245124472163819,56599.0,103.02.21
10320,6.101876209531932,60974.0,103.02.22
10341,6.0,29915.0,103.02.22
10344,6.148580525338286,33921.0,103.02.24
10364,6.133945934711933,67363.0,103.02.25
10379,6.1513560993651,64892.0,103.02.26
10394,6.222056010822747,64309.0,103.02.27
10409,5.9357284568273965,69558.0,103.02.28
10424,5.614057739942488,70246.0,103.03.01
10446,5.576746057769697,33547.0,103.03.01
10448,5.987440232507266,31999.0,103.03.03
10469,5.512025603629882,61710.0,103.03.04
10484,4.948375069197955,61418.0,103.03.05
10499,5.314171147928259,64342.0,103.03.06
10514,5.709794020523908,67531.0,103.03.07
10529,5.98044779000193,72534.0,103.03.08
10550,6.237254901960784,37638.0,103.03.08
10552,5.681684550021708,32246.0,103.03.10
10573,5.703762409150662,66181.0,103.03.11
10588,5.764313006984246,63858.0,103.03.12
10603,5.75684373288664,62086.0,103.03.13
10618,6.076505009037714,65282.0,103.03.14
10633,6.157666711034207,60104.0,103.03.15
