,P,Q,t
2197,15.102045491736211,42777.0,101.06.28
2209,14.412467127256516,44870.0,101.06.29
2221,16.125997256669372,35723.0,101.06.30
2233,18.07570657470575,26678.0,101.07.01
2248,17.68229246325091,11769.0,101.07.01
2257,18.937352081303075,14366.0,101.07.03
2269,20.152302934046645,23926.0,101.07.04
2281,20.656175113420453,25789.0,101.07.05
2293,20.164797657998967,29035.0,101.07.06
2305,20.71040468860121,26959.0,101.07.07
2317,20.28647537712507,25058.0,101.07.08
2332,19.523108665749657,10905.0,101.07.08
2341,22.6,11302.0,101.07.10
2353,23.680062925091377,21613.0,101.07.11
2365,24.021943827035763,19796.0,101.07.12
2377,23.741564115185824,16252.0,101.07.13
2389,24.79245098677783,15353.0,101.07.14
2401,26.39331265508685,16120.0,101.07.15
2416,28.073161667109105,7534.0,101.07.15
2424,25.4059653624118,15590.0,101.07.17
2436,25.4949884717449,22987.0,101.07.18
2448,25.65531599614729,13497.0,101.07.19
2460,26.075326736864383,18899.0,101.07.20
2472,26.38150118418656,27445.0,101.07.21
2483,25.273007438894798,30112.0,101.07.22
2498,24.14862278546489,15466.0,101.07.22
2507,22.438132513279285,14308.0,101.07.24
2519,22.652403080191185,30128.0,101.07.25
2531,22.19745348990632,30316.0,101.07.26
2543,21.599020682598844,27366.0,101.07.27
2555,22.69305254549172,24455.0,101.07.28
2567,23.703382178804024,27024.0,101.07.29
2582,23.6523868126174,15439.0,101.07.29
2591,24.136873597606588,25403.0,101.07.31
2603,24.72703519801385,49946.0,101.08.01
2615,25.712000770824293,41514.0,101.08.02
2626,26.15516430821306,21271.0,101.08.03
2639,25.655756981871637,16328.0,101.08.04
2651,24.83419930875576,34720.0,101.08.05
2666,24.420156883483163,22692.0,101.08.05
2675,23.538589076723017,21532.0,101.08.07
2687,22.893255989665843,41029.0,101.08.08
2699,21.90792698237333,39826.0,101.08.09
2711,20.94299511148206,41935.0,101.08.10
2723,21.21974495985957,38739.0,101.08.11
2735,22.282833933406728,33607.0,101.08.12
2750,22.157423819351703,16474.0,101.08.12
2759,25.26413168304198,15674.0,101.08.14
2771,26.441418405910596,29371.0,101.08.15
2783,22.769766975136584,44845.0,101.08.16
2795,20.553243801652897,53240.0,101.08.17
2807,21.80772168010182,37712.0,101.08.18
2819,23.357749235474007,32700.0,101.08.19
2834,23.13530444964871,17080.0,101.08.19
2843,26.763169246992284,20863.0,101.08.21
2855,28.200176099507363,44861.0,101.08.22
2867,28.896414545454547,55000.0,101.08.23
2879,27.188571598903064,50322.0,101.08.24
2891,24.13620004673989,25674.0,101.08.25
2903,22.020144494492264,22423.0,101.08.26
2918,22.384311407057066,16069.0,101.08.26
2927,20.611991030933087,19623.0,101.08.28
2939,20.939334852205818,33797.0,101.08.29
2951,20.93226360659989,30849.0,101.08.30
2963,20.65159771883769,33141.0,101.08.31
2975,21.33027282266527,30496.0,101.09.01
2986,22.948860346585118,24525.0,101.09.02
3000,24.22349690328728,10495.0,101.09.02
3011,24.40990908536213,16389.0,101.09.05
3023,23.333765298776097,30558.0,101.09.06
3035,21.460676927411686,28393.0,101.09.07
3047,19.05596642533676,34669.0,101.09.08
3059,19.6123283711519,34595.0,101.09.09
3074,22.204310954063605,14150.0,101.09.09
3083,18.8143537414966,14700.0,101.09.11
3095,18.43436170908853,30566.0,101.09.12
3107,18.79430369211306,30037.0,101.09.13
3119,18.90291739238617,32152.0,101.09.14
3131,18.044409054121083,38303.0,101.09.15
3143,18.207275650688374,39804.0,101.09.16
3158,18.66867878041269,19482.0,101.09.16
3167,16.957709887877485,25597.0,101.09.18
3179,16.358015628251945,52853.0,101.09.19
3191,15.02026649254188,49007.0,101.09.20
3203,14.129372732243151,40238.0,101.09.21
3215,14.671219621332888,35757.0,101.09.22
3227,15.45022774770913,37322.0,101.09.23
3242,15.708049072411733,20052.0,101.09.23
3251,15.350323630720313,26419.0,101.09.25
3263,15.36425140282265,47048.0,101.09.26
3276,14.571682097160096,48065.0,101.09.27
3289,12.636414965873424,60217.0,101.09.28
3302,10.99330055102183,57348.0,101.09.29
3315,11.918523851913912,38194.0,101.09.30
3329,14.86963381521978,13627.0,101.09.30
3342,15.71336729742843,16488.0,101.10.03
3355,15.371855652852924,35858.0,101.10.04
3368,14.996945344758696,45046.0,101.10.05
3381,13.558115201326055,57916.0,101.10.06
3394,13.277765472097323,60496.0,101.10.07
3410,14.207612542468851,28256.0,101.10.07
3419,15.437227487297754,27751.0,101.10.09
3431,13.4445046797519,62717.0,101.10.10
3443,11.51741658451822,59851.0,101.10.11
3455,11.15884957692139,45618.0,101.10.12
3467,11.42972249957612,53081.0,101.10.13
3480,10.971878821007811,69517.0,101.10.14
3496,10.50733137829912,37169.0,101.10.14
3505,11.287127158555728,24843.0,101.10.16
3518,11.039198907776324,52004.0,101.10.17
3531,10.270698984343817,45094.0,101.10.18
3544,10.353397653339265,35966.0,101.10.19
3557,11.217086586644912,42905.0,101.10.20
3570,10.785802658173578,48981.0,101.10.21
3585,10.366672197104815,24109.0,101.10.21
3594,9.279355362608532,32018.0,101.10.23
3607,9.262379000310036,58058.0,101.10.24
3620,8.845160258332836,50013.0,101.10.25
3633,8.077388641425388,53880.0,101.10.26
3646,7.424062760344349,64818.0,101.10.27
3659,6.235820455184041,71180.0,101.10.28
3676,5.407877250544542,36269.0,101.10.28
3685,7.754085274590319,26057.0,101.10.30
3698,7.462869998587599,49561.0,101.10.31
3711,6.437644119907764,46836.0,101.11.01
3724,5.658867145830054,57183.0,101.11.02
3737,6.05502445128678,60733.0,101.11.03
3750,6.174602184677022,52914.0,101.11.04
3767,5.719103411186231,26032.0,101.11.04
3776,7.669558413281622,29394.0,101.11.06
3789,7.417591482422905,62553.0,101.11.07
3802,6.978701377666128,62497.0,101.11.08
3815,6.038748699473579,64397.0,101.11.09
3828,5.680503519137696,65499.0,101.11.10
3841,6.019114853741927,63176.0,101.11.11
3858,6.093575879765395,32736.0,101.11.11
3867,6.1316059079655085,23426.0,101.11.13
3880,5.71153887476274,55846.0,101.11.14
3893,5.030820318085764,62939.0,101.11.15
3906,4.883695898481758,61782.0,101.11.16
3919,4.6988534955679455,66899.0,101.11.17
3932,4.663796531032847,54829.0,101.11.18
3948,5.302975042984421,19193.0,101.11.18
3957,4.601064805713911,30522.0,101.11.20
3970,4.745079491255962,62900.0,101.11.21
3983,4.570080171915035,60495.0,101.11.22
3996,4.141149031104228,54237.0,101.11.23
4009,4.221382609824392,53927.0,101.11.24
4022,4.780039799109257,52765.0,101.11.25
4039,5.238424553249459,24958.0,101.11.25
4048,7.36196152665507,19546.0,101.11.27
4061,6.775047281897095,41242.0,101.11.28
4074,6.430066164025234,51992.0,101.11.29
4087,6.474051781290345,57318.0,101.11.30
4100,6.359358945722582,44770.0,101.12.01
4113,6.42818353706798,45484.0,101.12.02
4130,6.48825713873666,27736.0,101.12.02
4139,7.322671828432728,32547.0,101.12.04
4152,8.310412648221345,63250.0,101.12.05
4165,9.807380585171774,44739.0,101.12.06
4178,9.332468517372822,50107.0,101.12.07
4191,7.668024754386184,80309.0,101.12.08
4204,7.475883004364537,76755.0,101.12.09
4221,8.43104222406741,32517.0,101.12.09
4230,7.308864742501414,44175.0,101.12.11
4243,7.451430714557997,81323.0,101.12.12
4256,7.575445276405927,62770.0,101.12.13
4269,7.755944775993949,47588.0,101.12.14
4282,8.394111521348101,42252.0,101.12.15
4295,8.451704162453655,47472.0,101.12.16
4312,8.211362465975133,27186.0,101.12.16
4321,7.676175665588453,32152.0,101.12.18
4334,8.087100936991527,53469.0,101.12.19
4347,9.282885887986229,37174.0,101.12.20
4360,9.702322907761696,33923.0,101.12.21
4373,10.762770399582438,34486.0,101.12.22
4386,13.158885105309626,31716.0,101.12.23
4402,14.110682531380755,15296.0,101.12.23
4411,16.15774909708944,18828.0,101.12.25
4424,15.902542807819716,42866.0,101.12.26
4437,15.45646416615135,46897.0,101.12.27
4450,14.55492435173352,48514.0,101.12.28
4463,14.435856669809873,45601.0,101.12.29
4476,14.859315626930204,40475.0,101.12.30
4493,14.703950509036,20529.0,101.12.30
4502,16.41921766709738,17026.0,102.01.01
4516,17.63761427143862,27019.0,102.01.02
4530,21.65441216646936,21962.0,102.01.03
4544,23.99752925877764,24608.0,102.01.04
4558,22.256073625505643,41779.0,102.01.05
4572,21.359758771929823,51072.0,102.01.06
4590,21.566806492795912,21932.0,102.01.06
4600,20.04587394995732,22261.0,102.01.08
4614,18.886454634897543,46754.0,102.01.09
4628,18.539890447818564,41624.0,102.01.10
4642,18.674300996151235,35336.0,102.01.11
4656,18.559449570474072,37716.0,102.01.12
4670,20.142713815789477,36480.0,102.01.13
4688,21.20129648181979,16969.0,102.01.13
4698,22.96988523125558,14551.0,102.01.15
4712,22.32979491210519,27988.0,102.01.16
4726,20.872595481878754,30765.0,102.01.17
4740,20.084957382458068,36370.0,102.01.18
4754,18.563731858317265,39412.0,102.01.19
4768,17.883024254492238,41683.0,102.01.20
4786,18.43289541594332,21313.0,102.01.20
4796,18.511998740289734,19052.0,102.01.22
4810,18.119068397512816,36668.0,102.01.23
4824,16.362296123702606,37768.0,102.01.24
4838,15.363700429401364,39590.0,102.01.25
4852,15.112595401975934,42714.0,102.01.26
4866,14.320072518444,47712.0,102.01.27
4884,13.901497790145688,24436.0,102.01.27
4894,13.617713808346966,28729.0,102.01.29
4908,13.59432413860803,50935.0,102.01.30
4922,12.84607021517554,44150.0,102.01.31
4936,11.98237737168838,45748.0,102.02.01
4950,11.9304992994523,47106.0,102.02.02
4964,11.778555359505956,45340.0,102.02.03
4981,11.53738996279154,22038.0,102.02.03
4991,11.42351812441126,28663.0,102.02.05
5005,10.688488934113458,62896.0,102.02.06
5019,9.010341575588455,77406.0,102.02.07
5033,8.273267300083438,74306.0,102.02.08
5047,8.865327003533416,46131.0,102.02.09
5061,9.79041205494066,14998.0,102.02.09
5080,10.451559688062389,20004.0,102.02.15
5093,10.782046481147752,42727.0,102.02.16
5107,9.188224369162636,55997.0,102.02.17
5124,7.901108973973673,33274.0,102.02.17
5135,6.746925734552237,32707.0,102.02.19
5149,6.2318242644095125,62025.0,102.02.20
5163,5.454726329492684,51467.0,102.02.21
5177,5.254875646392515,40610.0,102.02.22
5191,5.67638371880149,32774.0,102.02.23
5205,7.1889205453964005,34397.0,102.02.24
5221,7.954530969926309,20084.0,102.02.24
5235,6.011051815079119,32230.0,102.02.27
5249,5.4218943099897015,62144.0,102.02.28
5263,4.560169744156277,57027.0,102.03.01
5277,4.498804959621503,49036.0,102.03.02
5291,5.052503186782974,40009.0,102.03.03
5309,5.4402853035497065,18086.0,102.03.03
5319,4.939962914889672,26965.0,102.03.05
5333,4.553478686447995,52103.0,102.03.06
5347,4.418747173224785,44220.0,102.03.07
5361,4.654738697358934,37447.0,102.03.08
5375,5.013012587412588,35750.0,102.03.09
5389,5.22779327753421,37635.0,102.03.10
5406,4.962251851851852,20250.0,102.03.10
5417,5.318774586409441,18557.0,102.03.12
5431,5.07843017507125,34386.0,102.03.13
5445,4.696131496998298,31149.0,102.03.14
5459,4.5780237364982,29996.0,102.03.15
5473,4.762509732675837,30824.0,102.03.16
5487,4.99541427319638,30813.0,102.03.17
5505,5.052376406409819,14665.0,102.03.17
5515,4.228366715518645,18423.0,102.03.19
5529,4.140803705063399,35411.0,102.03.20
5543,3.9283452903075897,34429.0,102.03.21
5557,3.657032077145392,34947.0,102.03.22
5571,3.904990051986394,31162.0,102.03.23
5585,4.377552488269342,29197.0,102.03.24
5603,4.337442892992728,15541.0,102.03.24
5613,4.388684117854209,17038.0,102.03.26
5627,4.632184347826087,28750.0,102.03.27
5641,4.699604507530609,36916.0,102.03.28
5655,4.442484629554317,41801.0,102.03.29
5669,4.018055596497951,33923.0,102.03.30
5683,3.8740345925169657,33302.0,102.03.31
5701,3.963395092638958,15976.0,102.03.31
5711,4.868691884084137,11077.0,102.04.02
5725,4.79206029427636,27797.0,102.04.03
5742,4.741291866028709,16720.0,102.04.03
5758,4.786438949783329,19615.0,102.04.06
5771,5.0414048102820965,42326.0,102.04.07
5788,5.261613315133635,22711.0,102.04.07
5797,4.21708709426744,33458.0,102.04.09
5811,3.9036275249081487,62329.0,102.04.10
5825,3.223878958921292,57402.0,102.04.11
5839,3.292484420440382,48140.0,102.04.12
5853,4.200096220344588,33257.0,102.04.13
5867,4.815704891740177,31175.0,102.04.14
5885,4.912649055742569,17527.0,102.04.14
5895,5.118485720611025,18068.0,102.04.16
5909,5.305802171290711,33160.0,102.04.17
5923,5.618760100846854,30938.0,102.04.18
5937,5.7405617710069015,29407.0,102.04.19
5951,6.130491579814272,35213.0,102.04.20
5965,6.762517667844524,33960.0,102.04.21
5983,7.492785180370491,12308.0,102.04.21
5993,6.95091211424659,20447.0,102.04.23
6007,7.299185903565087,36605.0,102.04.24
6021,6.99144163899505,31922.0,102.04.25
6035,6.7806483061174765,24618.0,102.04.26
6049,7.065752871665016,27249.0,102.04.27
6063,7.557381145089208,28417.0,102.04.28
6081,9.083017361804032,10022.0,102.04.28
6091,8.200106241699867,18825.0,102.04.30
6106,8.73185130386536,27035.0,102.05.01
6121,10.435786392085603,19812.0,102.05.02
6136,11.3340352023904,21419.0,102.05.03
6151,12.660109376659236,18834.0,102.05.04
6166,13.297801971002528,19381.0,102.05.05
6185,13.218130065611732,10364.0,102.05.05
6196,16.941111309630156,11194.0,102.05.07
6211,16.153586583148112,24745.0,102.05.08
6226,14.127728147984469,31679.0,102.05.09
6241,12.976806992274453,30548.0,102.05.10
6256,12.262713398329836,24309.0,102.05.11
6270,11.896686722497764,24598.0,102.05.12
6289,12.076898261074827,12709.0,102.05.12
6300,14.708155267332277,10717.0,102.05.14
6315,13.884827213822891,24076.0,102.05.15
6330,13.771927243000205,24465.0,102.05.16
6344,14.070129283066631,22122.0,102.05.17
6360,13.602935813274982,21936.0,102.05.18
6375,12.38902664112833,28715.0,102.05.19
6394,11.708339421185729,17795.0,102.05.19
6405,14.245459144953202,11859.0,102.05.21
6419,15.55046736601494,24499.0,102.05.22
6434,16.66058193902392,25879.0,102.05.23
6449,14.53176831326657,35548.0,102.05.24
6464,13.176983553951064,37395.0,102.05.25
6479,13.516319842053306,25325.0,102.05.26
6498,14.356636390272488,10239.0,102.05.26
6509,17.893102057281162,9916.0,102.05.28
6524,18.483137116048507,22594.0,102.05.29
6539,18.46216881856855,26798.0,102.05.30
6554,18.94877108812773,25429.0,102.05.31
6569,20.38851348258023,21843.0,102.06.01
6584,21.265406832810697,24236.0,102.06.02
6601,21.69910961903372,13702.0,102.06.02
6612,26.91600680106874,8234.0,102.06.04
6627,26.764831785472666,16259.0,102.06.05
6642,24.503544418675,19834.0,102.06.06
6657,21.066880244719112,24191.0,102.06.07
6672,21.0948828510572,19249.0,102.06.08
6686,23.98345183793936,14908.0,102.06.09
6703,23.462069394353936,8041.0,102.06.09
6714,24.50429850746269,15075.0,102.06.11
6729,24.31539756967376,30284.0,102.06.12
6746,24.128160957327896,15209.0,102.06.12
6760,23.736535034776114,17397.0,102.06.15
6775,24.33750979593116,31901.0,102.06.16
6793,25.05835631549917,14504.0,102.06.16
6804,19.015597499303148,25113.0,102.06.18
6818,18.621603637010136,39373.0,102.06.19
6832,18.322381689610445,23899.0,102.06.20
6846,18.044837659627746,23962.0,102.06.21
6860,17.97194242167654,29525.0,102.06.22
6874,18.637800232567468,24939.0,102.06.23
6891,18.931909212283045,9737.0,102.06.23
6902,18.297635381696104,13702.0,102.06.25
6916,18.574750018517147,27002.0,102.06.26
6930,18.295055832824676,27851.0,102.06.27
6945,17.151557760251244,28021.0,102.06.28
6960,15.320398009950248,28944.0,102.06.29
6974,15.454581547484771,22165.0,102.06.30
6991,18.087968913465847,6691.0,102.06.30
7002,19.559916492693112,11975.0,102.07.02
7016,18.60141243901607,29311.0,102.07.03
7030,18.330838459048238,30890.0,102.07.04
7044,19.197606929190105,22398.0,102.07.05
7058,19.012694419030197,21860.0,102.07.06
7072,17.977111058166837,29381.0,102.07.07
7090,17.55651695692026,16365.0,102.07.07
7101,18.3905269058296,14272.0,102.07.09
7116,19.9878720474526,18882.0,102.07.10
7131,24.45239794401257,23541.0,102.07.11
7146,26.165159609405787,45674.0,102.07.12
7159,26.075494234618755,60447.0,102.07.13
7174,24.97507037495777,35524.0,102.07.14
7190,24.947252747252747,1820.0,102.07.14
7201,21.335439535516645,22046.0,102.07.16
7216,16.620949430341796,50030.0,102.07.17
7231,13.62675918330143,43884.0,102.07.18
7246,15.567105649087816,34094.0,102.07.19
7261,14.862196760732726,42417.0,102.07.20
7275,14.171294671825803,41609.0,102.07.21
7292,14.562107442770044,17386.0,102.07.21
7303,12.430004640371228,21550.0,102.07.23
7317,13.293688020626734,40336.0,102.07.24
7331,15.332981595092026,32600.0,102.07.25
7346,15.716455089144668,35448.0,102.07.26
7361,14.413244239422925,44223.0,102.07.27
7376,13.996333365598684,51655.0,102.07.28
7393,14.146872634693455,29066.0,102.07.28
7404,14.4568088731016,27589.0,102.07.30
7418,13.053798713848966,56914.0,102.07.31
7432,12.21049756744803,45220.0,102.08.01
7446,13.797637979420015,29932.0,102.08.02
7460,13.6889292988071,34370.0,102.08.03
7474,12.904052196085294,40003.0,102.08.04
7491,12.742221657346212,19670.0,102.08.04
7502,14.728469581749051,18936.0,102.08.06
7516,13.863271056158876,36557.0,102.08.07
7530,12.497729122578546,36858.0,102.08.08
7544,11.912400105848109,37790.0,102.08.09
7558,13.041408801643152,29699.0,102.08.10
7572,17.432228709694385,19011.0,102.08.11
7589,20.53616020343293,7865.0,102.08.11
7600,16.586118441239645,16295.0,102.08.13
7614,16.10473388606579,33651.0,102.08.14
7628,16.124435563753117,29277.0,102.08.15
7642,17.247074329843322,26934.0,102.08.16
7656,17.14764213309828,36304.0,102.08.17
7670,16.440373900630842,43434.0,102.08.18
7687,16.0624305649641,22143.0,102.08.18
7698,19.48183655789778,27704.0,102.08.20
7713,20.009553385625097,62470.0,102.08.21
7729,20.43007536098487,34766.0,102.08.21
7745,22.65608428197695,14143.0,102.08.24
7759,18.497460068742416,39568.0,102.08.25
7776,16.184169124877087,25425.0,102.08.25
7787,13.15218125210998,26659.0,102.08.27
7801,14.135826185010671,49662.0,102.08.28
7815,15.483126512309369,45047.0,102.08.29
7829,16.973568295357623,32828.0,102.08.30
7843,20.33663214600846,21533.0,102.08.31
7857,22.12259975928155,21602.0,102.09.01
7874,23.13765779047268,10853.0,102.09.01
7885,26.434404944151503,17637.0,102.09.03
7899,25.972652608213096,36040.0,102.09.04
7913,24.65929723402411,46132.0,102.09.05
7927,24.549196829160564,43017.0,102.09.06
7941,25.929522621535977,29662.0,102.09.07
7955,26.85999449339207,29056.0,102.09.08
7972,27.217231984743226,14682.0,102.09.08
7983,26.008459504926694,16644.0,102.09.10
7997,26.126137319614312,30906.0,102.09.11
8011,26.36257011947073,23353.0,102.09.12
8025,30.18377211649541,16447.0,102.09.13
8039,34.581853945035455,18048.0,102.09.14
8053,33.66390590856505,23339.0,102.09.15
8065,32.649932369901045,14047.0,102.09.16
8081,32.12982875944067,13373.0,102.09.17
8095,30.41987893549196,27919.0,102.09.18
8109,28.80370807514508,30501.0,102.09.19
8125,28.66324287186534,14555.0,102.09.19
8139,30.935967578520764,9870.0,102.09.22
8155,30.935967578520764,9870.0,102.09.22
8166,34.63512599240594,14485.0,102.09.24
8180,27.117239341060365,38911.0,102.09.25
8194,20.997781220101142,43898.0,102.09.26
8208,18.930406668050907,33713.0,102.09.27
8222,20.016901766887223,27506.0,102.09.28
8236,22.781572089767025,25711.0,102.09.29
8253,24.51079865016873,12446.0,102.09.29
8264,24.991783347738405,17355.0,102.10.01
8278,24.684194634769483,34444.0,102.10.02
8292,25.08379412332026,31106.0,102.10.03
8306,24.853386860666284,22543.0,102.10.04
8320,22.88107987866532,24725.0,102.10.05
8334,24.72583514592734,30803.0,102.10.06
8350,26.86925499863051,14604.0,102.10.06
8361,23.70352970669341,19945.0,102.10.08
8375,23.122641948495197,38676.0,102.10.09
8389,23.900856451842365,35145.0,102.10.10
8403,26.401380906173024,26794.0,102.10.11
8417,26.90181115100817,25343.0,102.10.12
8431,25.79260198903998,29562.0,102.10.13
8448,25.31924789369135,14599.0,102.10.13
8459,25.627193864722155,15908.0,102.10.15
8473,25.24639657791141,32261.0,102.10.16
8487,22.318755450355056,32108.0,102.10.17
8501,20.04333176026428,31785.0,102.10.18
8515,20.489102468879054,33659.0,102.10.19
